"Date","GSCPI","positiveGscpi"
2015-08-01,-0.668525294397892,89.5609539205145
2015-09-01,-0.388057751173133,102.853527762077
2015-10-01,-0.229838384994101,110.352230050116
2015-11-01,-0.628104683501718,91.4766620587211
2015-12-01,-0.58744666529277,93.4036219596068
2016-01-01,-0.783746782423706,84.1001076489354
2016-02-01,-0.738591983607516,86.2401894946416
2016-03-01,-0.641036021073822,90.8637898612076
2016-04-01,-0.263601131932577,108.752066973799
2016-05-01,-0.696545944891776,88.2329337100615
2016-06-01,-0.278389764334881,108.051169515351
2016-07-01,-0.158005443910978,113.756704816163
2016-08-01,0.100117687874052,125.990280045645
2016-09-01,-0.283156238679744,107.825265614085
2016-10-01,-0.0417950937592377,119.264417554632
2016-11-01,-0.29721858194998,107.158790149024
2016-12-01,-0.212019176739439,111.196759648086
2017-01-01,0.17222323076385,129.407674594149
2017-02-01,0.153087841115782,128.500765448943
2017-03-01,0.0800359505822961,125.038519379336
2017-04-01,0.0109073503674325,121.762215061358
2017-05-01,-0.137800208443777,114.714318596874
2017-06-01,0.0941421568040716,125.707073699995
2017-07-01,0.0942123275366183,125.710399395486
2017-08-01,0.39068604749688,139.761575404456
2017-09-01,0.555676926797352,147.581209081385
2017-10-01,0.792317367861047,158.796626382696
2017-11-01,0.810162872360416,159.642402273804
2017-12-01,0.686431734771064,153.778246785449
2018-01-01,0.588636235888499,149.143293751945
2018-02-01,0.0633657732716804,124.24844734353
2018-03-01,0.438504459729031,142.027897447548
2018-04-01,0.519515225906907,145.867349168056
2018-05-01,0.380629240623057,139.284939689522
2018-06-01,0.436793755319803,141.94681974273
2018-07-01,0.448669342536952,142.509655349948
2018-08-01,0.532021289898474,146.460065805296
2018-09-01,0.469982888490631,143.519796773648
2018-10-01,0.534552210513049,146.580017115061
2018-11-01,0.459037902554732,143.001066399092
2018-12-01,0.465772159161988,143.320232040117
2019-01-01,0.520061965143973,145.89326151284
2019-02-01,0.153792322215276,128.53415386504
2019-03-01,0.222026197140798,131.768053269281
2019-04-01,0.0270690975379395,122.528190386712
2019-05-01,-0.60859710375292,92.4012109077595
2019-06-01,-0.462339778278758,99.3329801826691
2019-07-01,-0.440054147580187,100.389192920373
2019-08-01,-0.278540956177981,108.044003877874
2019-09-01,0.146501010741047,128.18858697677
2019-10-01,0.102326691897976,126.094974331361
2019-11-01,0.163293772157332,128.984468805245
2019-12-01,0.0517831749237249,123.699497750122
2020-01-01,0.0706384657624274,124.593131797384
2020-02-01,1.29042323830269,182.404024898878
2020-03-01,2.6456630478263,246.634719951823
2020-04-01,3.33461189906353,279.286995408852
2020-05-01,2.53447321521289,241.364951323871
2020-06-01,2.24401163805983,227.598716849639
2020-07-01,2.9640590274403,261.724886967991
2020-08-01,1.49110832228927,191.915361815515
2020-09-01,0.629070547856554,151.059651243398
2020-10-01,0.115027685436314,126.696929525635
2020-11-01,0.765402250499916,157.521002184389
2020-12-01,1.6967212422103,201.660250259306
2021-01-01,1.34363761710533,184.926085211219
2021-02-01,1.96958513813549,214.592454262589
2021-03-01,2.28954294677149,229.756643132994
2021-04-01,2.78850852812492,253.404787079631
2021-05-01,3.06474820752572,266.496984109582
2021-06-01,2.78885874734318,253.42138548801
2021-07-01,2.96213552249761,261.633723722536
2021-08-01,3.32758662526443,278.954037200361
2021-09-01,3.39996489741287,282.384357571823
2021-10-01,3.94794657920751,308.355587202633
2021-11-01,4.35004863009363,327.412948142841
2021-12-01,4.43594836387905,331.48410925184
2022-01-01,3.72882089536156,297.970270243618
2022-02-01,2.81996706714536,254.895743744594
2022-03-01,2.87189291976408,257.356735210075
2022-04-01,3.56725987799441,290.313192606118
2022-05-01,2.77367602956309,252.701810613545
2022-06-01,2.44574982648657,237.159964955187
2022-07-01,1.85077449674157,208.96150243931
2022-08-01,1.53511476510902,194.001018087753
2022-09-01,1.0447834406272,170.762089038901
2022-10-01,1.15429362456741,175.952251828119
